Object ID;Bike route name;Street name;Bikeway type;Subtype;Status;Street segment type;Overall direction;Bikeway direction;Vehicle direction;Speed limit;Surface type;AAA Network;AAA segment;W/N bound type;E/S bound type;Snow removal;Segment length;Year of construction;Construction note;Upgrade year;Notes;Geom;geo_point_2d
2893;Ontario;Ontario;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;14.59503398;1995;year const- Peter Stary;;;[-123.10577234016446,49.23038174502933] [-123.10577787142832,49.23025050904446];49.23031612703689,-123.10577510579638
2894;Ontario;Ontario;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;51.09651332;1995;year const- Peter Stary;;;[-123.10555302000836,49.23551413019068] [-123.10557143719596,49.23505466296361];49.23528439657714,-123.10556222860217
2895;Masumi Mitsui Greenway;Upland Drive;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;116.0958213;2012;;;;[-123.05787361374084,49.2179665040791] [-123.05787357254499,49.217966504099756] [-123.05756731072653,49.21796710150201] [-123.05719214620251,49.2179678329747] [-123.0571653235045,49.21796777968689] [-123.05715568502066,49.21796776106869] [-123.05711911071863,49.2179672394433] [-123.0570826581065,49.217966261685724] [-123.05706971104286,49.217965764347554] [-123.05704618714219,49.21796484765481] [-123.05700983797217,49.217963066545046] [-123.05699675602355,49.21796229670843] [-123.05697348839223,49.217960926512525] [-123.05694863968252,49.21795909383474] [-123.05693714507174,49.217958255744215] [-123.05690090019047,49.217955206214874] [-123.0568820620321,49.217953433528756] [-123.05686477575334,49.21795180669862] [-123.05682876340748,49.217947957352145] [-123.05679286589915,49.21794365727465] [-123.0567570778427,49.21793899912024] [-123.0567213922596,49.21793388394443] [-123.056685842233,49.217928421473395] [-123.05665050728543,49.21792250372498] [-123.0566402007033,49.21792064046037] [-123.05661528580666,49.217916135246845] [-123.05659705683308,49.217912688194836] [-123.05654529205331,49.21790231950483] [-123.05651075047248,49.21789486853027] [-123.05651068866341,49.217894855067584] [-123.05647620427818,49.21788697498005] [-123.0564606883688,49.217883188357625] [-123.0564419981294,49.217878626991904] [-123.05642021161873,49.2178731019424] [-123.05640801963605,49.21787000992369] [-123.05637415324573,49.2178609439265] [-123.0563691971253,49.217859501703835] [-123.0563313517681,49.21784848656035] [-123.05630780808056,49.217840969892904];49.21794402844233,-123.05708619886371
2896;Masumi Mitsui Greenway;Upland Drive;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;43.50955888;2012;;;;[-123.05630780808056,49.217840969892904] [-123.05629169807558,49.217836387455435] [-123.05627436135408,49.21783140082591] [-123.05624162479205,49.21782080774106] [-123.05620922701311,49.21780985377147] [-123.05620918030625,49.217809837602694] [-123.05620087467378,49.21780691278211] [-123.05617705953159,49.2177985353721] [-123.05616795145819,49.21779516837179] [-123.05614522798894,49.21778676883574] [-123.05611365844838,49.21777474399885] [-123.0561136241044,49.21777473142217] [-123.05608246473436,49.21776232767636] [-123.05607122127138,49.21775766548586] [-123.05605154382657,49.21774949203318] [-123.05602107027819,49.217736376411644] [-123.055990935517,49.21772290080676] [-123.05597406121717,49.21771511637707] [-123.05596113964499,49.217709155171555] [-123.05593168657992,49.21769496049835] [-123.05590268088437,49.21768049394374] [-123.0559026451602,49.21768047507095] [-123.05587400710633,49.217665662912594] [-123.05584573532722,49.217650510548566] [-123.05584568861053,49.21765048538438] [-123.0558179328243,49.21763502872373] [-123.05580787874888,49.217629283801];49.21774483728079,-123.05605373441901
2897;Masumi Mitsui Greenway;Muirfield Drive;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;77.33752697;2012;;;;[-123.05580787874888,49.217629283801] [-123.05579039920872,49.2176193029903] [-123.05576343233231,49.217603218065115] [-123.0557368042454,49.21758677315911] [-123.05571986065367,49.21757590604431] [-123.05571073476489,49.21757006351636] [-123.05569547283592,49.21755997367831] [-123.05568503162571,49.217553072138934] [-123.05565986512185,49.21753581603605] [-123.05565982526721,49.21753578727038] [-123.05563505389406,49.217518207141666] [-123.05563493020463,49.21751811544943] [-123.05561079576047,49.217500316423475] [-123.05558699060272,49.21748225457193] [-123.05558695212035,49.21748222490602] [-123.0555636368326,49.21746382998862] [-123.05554079775852,49.217445169476825] [-123.05554075240225,49.21744513261799] [-123.05551844314611,49.21742625146267] [-123.05549666640967,49.21740711008367] [-123.05549663204492,49.21740707861672] [-123.05547535901025,49.217387694119154] [-123.05547532327036,49.2173876608538] [-123.05545450172822,49.21736800807626] [-123.0554343226135,49.21734814359759] [-123.05543427862251,49.217348099541866] [-123.05541460047837,49.217328006339244] [-123.05539535733263,49.217307631372414] [-123.05539532846174,49.21730760080234] [-123.05537674020033,49.21728710318253] [-123.05537670995325,49.2172870699145] [-123.05535859656483,49.21726633818686] [-123.05534102250998,49.217245302157515] [-123.0553241226004,49.21722417764887] [-123.05532409647194,49.21722414347934] [-123.05530768516475,49.21720278395748] [-123.0552918394095,49.217181236161174] [-123.05529181328008,49.21718120109213] [-123.05527661005308,49.2171595360475] [-123.05527659217175,49.21715950907023] [-123.0552618679214,49.21713759822333] [-123.05524780816079,49.21711556292183] [-123.05523431122836,49.2170933618363] [-123.05523429609441,49.217093335757234] [-123.0552213702366,49.21707097608018] [-123.05521582773356,49.21706076909009];49.21737171486997,-123.05548560248899
2898;Seaside Bypass;W 1st Ave;Painted Lanes;NB;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;No;118.9663292;2010;;;;[-123.10941085493423,49.27027706833496] [-123.1095499280689,49.27027895238454] [-123.10956568326976,49.27027911734962] [-123.10958268624961,49.27027910122524] [-123.109591896058,49.270278952165256] [-123.10960036776387,49.270278840684945] [-123.10961793585359,49.270278262719124] [-123.10963573157376,49.27027743176968] [-123.10965330540739,49.270276344664964] [-123.1096702011018,49.270275060306965] [-123.10968718419626,49.27027351590233] [-123.10969587693604,49.270272656704435] [-123.1097046356425,49.2702717902471] [-123.10971642136181,49.27027032183478] [-123.10972208611003,49.27026962382558] [-123.10973884078653,49.270267359115074] [-123.10975596462221,49.27026481520042] [-123.10977319216069,49.27026192486968] [-123.10977324575184,49.27026191582357] [-123.10978996152745,49.27025884877115] [-123.10980648720084,49.27025560199309] [-123.10982327067816,49.27025207251846] [-123.10983992552437,49.270248188752966] [-123.10984697078933,49.27024642169551] [-123.10987222640064,49.27023988426133] [-123.1098879576564,49.2702354625549] [-123.10990381615176,49.27023077086944] [-123.10992019468054,49.270225649616236] [-123.10992024413375,49.27022563427738] [-123.10993564503211,49.270220398813485] [-123.1099508230452,49.2702150781053] [-123.10995949538916,49.27021185227097] [-123.10996634369002,49.270209295615494] [-123.10998072636316,49.27020362035005] [-123.10999578300246,49.270197503676656] [-123.11001084271393,49.27019091565005] [-123.11001089215306,49.270190894014505] [-123.11002465347592,49.270184600465704] [-123.11003711537238,49.27017875251545] [-123.1105151278,49.26994381582506] [-123.11081752869897,49.2697951738147];49.27010037441159,-123.1101308792425
2899;Seaside Bypass;W 1st Ave;Painted Lanes;NB;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;No;142.2909627;2010;;;;[-123.11081752869897,49.2697951738147] [-123.11081758502662,49.26979515936837] [-123.11238183121479,49.26902680796839];49.26941099648693,-123.11159968202361
2900;Seaside Bypass;W 1st Ave;Painted Lanes;NB;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;No;197.7219113;2010;;;;[-123.10669393597271,49.270227490913356] [-123.10941085493423,49.27027706833496];49.27025227962416,-123.10805239545348
2901;Seaside Bypass;Lamey's Mill Rd;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;Yes;129.7300614;1990;;;;[-123.12887889797175,49.266369646210705] [-123.12887895020643,49.26636964705196] [-123.1299201743428,49.26639312241047] [-123.13003930679267,49.266396675525684] [-123.13015844280854,49.26640157779444] [-123.13023282823237,49.26640554451516] [-123.13027735583857,49.26640791942424] [-123.13039604954018,49.26641551960803] [-123.13051451179116,49.26642446921176] [-123.13058064113822,49.26643027375888] [-123.13063286791898,49.26643485714693] [-123.13065801758007,49.266437341069945];49.26639363794157,-123.12976894434058
2902;Seaside Bypass;Fir;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;49.10214092;1990;;;;[-123.14077555320459,49.270145261954774] [-123.14079165568401,49.26970370495429];49.26992448345453,-123.1407836044443
2903;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;102.0919636;2013;;;;[-123.07454435011266,49.224836346705146] [-123.07458100029032,49.22391831655151];49.22437733162833,-123.07456267520149
2904;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;24.97577326;2013;;;;[-123.07453128538631,49.22526115833187] [-123.07453819357144,49.22503654030811];49.22514884931999,-123.07453473947888
2905;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;47.03879745;2013;;;;[-123.07451481301574,49.22568414698474] [-123.07453128538631,49.22526115833187];49.225472652658304,-123.07452304920102
2906;45th Ave;Tisdall;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;102.8710177;2011;;;;[-123.12164063060534,49.229998818874876] [-123.12167305414154,49.229073712191095];49.229536265532985,-123.12165684237345
2907;45th Ave;Hudson;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.47536701;2011;;;;[-123.1349875834994,49.22953757423347] [-123.13498762333614,49.229537575986] [-123.1349723240603,49.22999147760727];49.22976450687198,-123.13497997436805
2908;Cypress;Angus Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;20.46331622;1996;year const- Peter Stary;;;[-123.14834051315431,49.216895664006756] [-123.14834742422592,49.21671164675648];49.21680365538162,-123.14834396869011
2909;Masumi Mitsui Greenway;W 59th Ave;Protected Bike Lanes;SL;Active;Residential;EW;BD;OW;30;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;68.54591314;2012;;;;[-123.11685438724108,49.21693872645173] [-123.11779550787836,49.2169489229079];49.21694382467982,-123.11732494755972
2910;Kent;E Kent Ave North;Protected Bike Lanes;OSB;Active;Residential;EW;2W;2W;30;Paved;NO;YES;Local Street;Protected Bike Lanes;No;11.09594697;2009;pre-2009;;;[-123.03114018636624,49.20533058570264] [-123.03099127298881,49.205309564169674];49.205320074936154,-123.03106572967752
2911;Kerr;Kerr;Painted Lanes;NB;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;51.80769759;2009;Parking removed and paint buffer added in 2019;2019;;[-123.04129065700714,49.220180220286494] [-123.041313106018,49.219714428060485];49.21994732417349,-123.04130188151257
2912;Dunsmuir;Dunsmuir;Protected Bike Lanes;SL;Active;Arterial;EW;BD;OW;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;49.6563755;2006;paint to protect2010. curb+more. width per 200blk;2010;;[-123.11740369043683,49.284265984167575] [-123.11788971069332,49.28457971055852];49.28442284736305,-123.11764670056507
2913;Dunsmuir;Dunsmuir Viaduct;Protected Bike Lanes;SL;Active;Arterial;EW;BD;OW;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;86.25413224;2006;paint to protected 2010;2010;;[-123.10212575030178,49.277498517840996] [-123.10222408093966,49.27749525199373] [-123.10225935024543,49.27749408109649] [-123.10326962837453,49.277444664375196] [-123.10330851193888,49.27744276221709];49.277471568891364,-123.10271716925946
2914;Killarney;Killarney;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;51.16917861;2013;no sign to turn south wb 45th av.;;;[-123.04544195511278,49.22931237287608] [-123.04546606388993,49.228852363878154];49.22908236837712,-123.04545400950136
2915;Central Valley;Grandview Hwy North;Local Street;;Active;Sec Arterial;EW;2W;2W;50;Paved;NO;YES;Local Street;Local Street;Yes;89.86546778;2003;Upgrade to AAA 2014;2014;;[-123.0559701198946,49.25828262805619] [-123.05594466369601,49.25827674402328] [-123.05587607557977,49.258261929716056] [-123.05580716812455,49.25824785582832] [-123.05580712963466,49.25824784775123] [-123.05578250624909,49.258243131758434] [-123.05573781632273,49.25823457369257] [-123.05566820573183,49.25822210840514] [-123.05564558027737,49.25821830803267] [-123.0555982716438,49.2582103601499] [-123.05556359007359,49.25820597007921] [-123.05551247405704,49.258199969656786] [-123.0554611292505,49.25819460078551] [-123.055409677857,49.258189766258184] [-123.05535815297203,49.25818556770465] [-123.0553581117397,49.258185565025855] [-123.05530654485786,49.25818190168463] [-123.05525476017823,49.258178874386104] [-123.05520296097639,49.25817637509026] [-123.0551510566655,49.258174510883414] [-123.05509915856364,49.25817328261183] [-123.05504723907366,49.25817259224086] [-123.05499527904037,49.25817251803793] [-123.05499523506246,49.25817251805888] [-123.05494333335845,49.25817299161326] [-123.05489143235174,49.258174094808936] [-123.05475512069559,49.25817478195842];49.25820112457834,-123.05536527237862
2916;Central Valley;Off Street;Protected Bike Lanes;OSS;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;115.5594052;2009;;;;[-123.045827628688,49.258952195900356] [-123.04546087871185,49.25904380409694] [-123.04503892420378,49.25912014260083] [-123.04466915959989,49.25913935239986] [-123.044282248962,49.25913761324406];49.25908696689845,-123.04505997299016
2917;Sunrise;Slocan;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;28.88972847;1998;year const- unknown source;;;[-123.04955654325515,49.26342100518366] [-123.04956331337235,49.263161173993];49.26329108958833,-123.04955992831376
2918;Richards;Richards;Local Street;;Active;Residential;NS;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;49.31879015;2006;;;;[-123.12787334883927,49.273474483803945] [-123.12835012907438,49.27315907218998];49.27331677799697,-123.12811173895683
2919;Richards;Richards;Protected Bike Lanes;R;Active;Arterial;NS;BD;OW;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;82.58106358;2006;PL to OW PBL in 2013,BD PBL in 2021;2021;;[-123.12264238036204,49.27693403966933] [-123.12264240780287,49.27693401715225] [-123.12313711599906,49.276606849719286] [-123.12344083695211,49.276405946484594];49.27667000070212,-123.12304161358804
2920;Richards;Richards;Protected Bike Lanes;R;Active;Arterial;NS;BD;OW;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;164.6753546;2006;Upgraded to BD protected lanes 2021;2021;;[-123.11945789745212,49.279040539754014] [-123.11945793316877,49.27904052712384] [-123.12105008510518,49.27798741688184];49.278513982452644,-123.1202539933382
2921;Richards;Richards;Protected Bike Lanes;R;Active;Arterial;NS;BD;OW;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;164.7213935;2006;Upgraded to BD protected lanes 2020;2020;;[-123.11786601656868,49.2800944668204] [-123.11945789745212,49.279040539754014];49.27956750328721,-123.1186619570104
2922;Midtown/Ridgeway;Off Street;Protected Bike Lanes;OSS;Active;Off-street;EW;2W;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;253.7799897;1998;;;;[-123.06862691374788,49.236328692155176] [-123.06817651061161,49.23632396647642] [-123.0681765119494,49.23632394038942] [-123.06817584415666,49.23627890068038] [-123.0681636383353,49.236264586549524] [-123.06815501968741,49.23625857111543] [-123.06814513721365,49.23625353870721] [-123.06813408723507,49.236249607105506] [-123.06813404875534,49.23624959543437] [-123.06812226692034,49.236246899310636] [-123.06810980546851,49.23624546741864] [-123.06809729092542,49.236245385743274] [-123.06809723185503,49.236245384878565] [-123.06809673044286,49.2362453770784] [-123.06778866825233,49.23624052991463] [-123.06656682262353,49.23622586754607] [-123.06656676904556,49.23622586487836] [-123.06600889343126,49.23621548334247] [-123.06593434644469,49.2362131844507] [-123.0659129382148,49.23621283685738] [-123.06589876738433,49.236210979327446] [-123.06589180701096,49.236210076576725] [-123.06589174929877,49.236210064016305] [-123.06587171266962,49.23620503630529] [-123.06585322271202,49.23619785154833] [-123.0658368992031,49.23618868749886] [-123.06583083474034,49.236183840717366] [-123.06582324254688,49.236177827222924] [-123.06581626591932,49.236169856011415] [-123.06581251554141,49.236165588104015] [-123.06569482275847,49.23599288966709] [-123.06569477603732,49.235992877999834] [-123.06568477912568,49.235990407292626] [-123.06544823520967,49.235931870041114];49.236214071090934,-123.06701301720744
2923;Seaside;Burrard Marina Parking;Painted Lanes;NB;Active;Residential;EW;2W;2W;30;Paved;YES;YES;Local Street;Painted Lanes;No;158.7383782;2009;pre-2009;;;[-123.14070515203329,49.27618548650759] [-123.14008088315906,49.275298606081186] [-123.1400425822658,49.2751832712125] [-123.13996944220229,49.275084092519656] [-123.13982209980858,49.27488265902108];49.2755360725678,-123.14025871463812
2924;Seaside Bypass;Whyte;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;128.0540601;2007;pre-2007,limited signs;;;[-123.15009301130736,49.27537301879878] [-123.15185293827005,49.27540164476965];49.275387331784216,-123.15097297478871
2925;41st Ave;W 41st Ave;Painted Lanes;NB;Active;Arterial;EW;OW;2W;50;Paved;NO;NO;Local Street;Painted Lanes;Yes;54.39205073;2009;OW bikeway on map;;;[-123.12160130382362,49.23372987762514] [-123.12172963524577,49.233734245493224] [-123.12234743104746,49.23375542522912];49.23374263832467,-123.12197436788311
2926;Pender;Pender;Shared Lanes;;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;48.07795236;2003;few painting marks mostly gone & not shared;;;[-123.12680404780288,49.28940532735733] [-123.12740594776653,49.28958427899085];49.289494803174094,-123.12710499778471
2927;Pender;Pender;Shared Lanes;;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;114.71917;2003;few painting marks mostly gone & not shared;;;[-123.12902513782377,49.290053745471695] [-123.12937448775597,49.290166316167145] [-123.13046464382016,49.29047542731978];49.290269286436995,-123.12974346772192
2928;Central Valley;Off Street;Protected Bike Lanes;OSS;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;36.68180718;2009;;;;[-123.03395165072178,49.26046865986167] [-123.03395763763649,49.26066917389733] [-123.03375991846929,49.260669986537046];49.26061888431268,-123.03390705799364
2929;Central Valley;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;110.8502975;2003;Updrade to Off Street 2014;2014;;[-123.06143468233574,49.26040160783959] [-123.06013584805092,49.25988045025092];49.260141029045265,-123.06078526519333
2930;Ridgeway;Discovery;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.26392075;2013;;;;[-123.2031334619854,49.26055178311314] [-123.20314899249199,49.26009976413579];49.26032577362446,-123.20314122723869
2931;Dunbar;Dunbar;Painted Lanes;NB;Active;Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;52.69710491;2010;;;;[-123.18527097569769,49.24142189459434] [-123.18527567324978,49.24094788258961];49.241184888591974,-123.18527332447374
2932;Kent;SE Marine Drive;Shared Lanes;;Active;Arterial;EW;OW;2W;50;Paved;NO;NO;Shared Lanes;;Yes;44.28081607;2003;bus lane- shared marked 2017;;;[-123.07694051707821,49.211077763351184] [-123.07633259304528,49.21107247807159];49.211075120711385,-123.07663655506175
2933;22nd Ave;E 22nd Ave;Shared Lanes;;Active;Collector;EW;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;89.54966691;2009;;;;[-123.02535772022772,49.25064772766329] [-123.0241273274934,49.25063691444532];49.25064232105431,-123.02474252386057
2934;Yukon;Yukon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;55.00982073;2009;;;;[-123.11255449066066,49.255312165414985] [-123.11253250049886,49.25580678084836];49.25555947313167,-123.11254349557976
2935;Yukon;Yukon;Local Street;OSB;Active;Off-street;NS;2W;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;54.98476522;2009;Upgrade to OS in 2018;2018;;[-123.11253250049886,49.25580678084836] [-123.11253249921867,49.25580682222761] [-123.11251005165093,49.256301120528384] [-123.11251005037073,49.25630116190764];49.256053971378,-123.1125212754348
2936;Yukon;Yukon;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;18.41191215;2009;;;;[-123.11261815338604,49.25391380717074] [-123.11261065858959,49.25407935353362];49.25399658035218,-123.11261440598783
2937;Kent;Borden;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;169.195578;2003;;;;[-123.0739503563939,49.211051206738965] [-123.07397858005511,49.209529356804474];49.21029028177173,-123.0739644682245
2938;Knight St Bridge;Knight St Bridge Off Ramp;Protected Bike Lanes;OSS;Active;Arterial;NS;OW;OW;50;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;282.4818965;1990;year const- source unknown. PL-PBL in  2017;2017;;[-123.07445253881687,49.2110561490838] [-123.0748547213019,49.21079282827161] [-123.07502016975967,49.210672747186216] [-123.07519722492685,49.21051842943612] [-123.07519724411186,49.210518405136334] [-123.0754032340848,49.21033174455696] [-123.07540328755864,49.21033169684703] [-123.07558613685238,49.21017545511412] [-123.07558617385014,49.210175407414894] [-123.07571962074935,49.21008016964944] [-123.07576235021503,49.2100619756454] [-123.07588525728272,49.21000964223193] [-123.07618455251244,49.20993119160048] [-123.07632966391556,49.20989314647452] [-123.07636518881921,49.2098846323403] [-123.07644883641127,49.20986456518904] [-123.0765596162121,49.20982824889728] [-123.07666586466284,49.20978635392982] [-123.07676676677212,49.209739252346054] [-123.07676681478141,49.20973922352925] [-123.07686190266799,49.20968711984752] [-123.07694987853661,49.20963068419616] [-123.07695046558153,49.20963030780197] [-123.07698287244393,49.2096060421042] [-123.07703210461618,49.209569192461586] [-123.07706597734933,49.209539386463334] [-123.07710615703525,49.209504030649] [-123.07717235603373,49.20943540725078] [-123.07717239166624,49.20943536584862] [-123.07721027663852,49.20938833024726] [-123.07723018585,49.20936361227347];49.210175108836346,-123.07582857519736
2939;33rd Ave;W 33rd Ave;Painted Lanes;NB;Active;Collector;EW;2W;2W;50;Paved;NO;NO;Painted Lanes;Shared Lanes;Yes;61.30736573;2010;Paint to intersection added in 2016;2016;;[-123.1184367390058,49.24108393772205] [-123.11927761583044,49.241115558920384];49.24109974832122,-123.11885717741814
2940;Dunbar;Dunbar;Shared Lanes;;Active;Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;31.63407827;2010;;;;[-123.18540825089559,49.23164238345473] [-123.18541570364201,49.23135786938331];49.23150012641902,-123.1854119772688
2941;Hornby;Hornby;Protected Bike Lanes;SL;Active;Arterial;NS;BD;OW;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;49.72590504;2005;2010-OW painted to 2W protected. width-800blk;2010;;[-123.11632802928268,49.28624613594224] [-123.11680905820445,49.28592828126052] [-123.1168090897909,49.28592826413778];49.28608719869771,-123.11656855873156
2942;Kerr;Kerr;Painted Lanes;PBT;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;86.23905761;2009;Parking removed and paint buffer added in 2019;2019;Northbound - Some parking on traffic side of buffer;[-123.04159031458755,49.21381283293932] [-123.04162664058742,49.2130374534798];49.21342514320956,-123.04160847758749
2943;Kerr;Kerr;Painted Lanes;PBP;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;46.61968716;2009;Parking removed and paint buffer added in 2019;2019;;[-123.04138565517209,49.218169256896594] [-123.04140566686591,49.21775010496847];49.21795968093253,-123.04139566101901
2944;Kerr;Kerr;Painted Lanes;NB;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Painted Lanes;Yes;39.87355289;2009;;;;[-123.04107468031205,49.22421618747354] [-123.04109413761357,49.22385774079269];49.22403696413311,-123.0410844089628
2945;Killarney;E 46th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;152.0462091;2013;no sign to turn south wb 45th av.;;;[-123.04549046889944,49.22839983967692] [-123.04549051697634,49.228399845055144] [-123.0475785028077,49.228422925046026];49.22841138478317,-123.0465344857051
2946;Killarney;E 46th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;215.7461849;2013;no sign to turn south wb 45th av.;;;[-123.05166481427639,49.22846181843394] [-123.05462795288477,49.228478264910244];49.2284700416721,-123.0531463835806
2947;10th Ave;W 10th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;281.5772072;2004;year const- Peter Stary;;;[-123.07751905985212,49.26143088968381] [-123.07364933897375,49.26140055450632];49.261415722095066,-123.07558419941293
2948;10th Ave;W 10th Ave;Local Street;;Active;Residential;EW;CFlow;OW;30;Paved;NO;NO;Local Street;Local Street;Yes;192.5664616;2004;year const- Peter Stary;;;[-123.07310215898468,49.26139627396987] [-123.07045572456678,49.26137506394347];49.26138566895668,-123.07177894177573
2949;10th Ave;W 10th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;49.09036727;2004;year const- Peter Stary;;;[-123.07045572456678,49.26137506394347] [-123.0697810788557,49.261369583309225];49.26137232362635,-123.07011840171124
2950;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;124.8739554;2013;;;;[-123.07441287962486,49.22828957612886] [-123.0744562795559,49.227166662540654];49.227728119334756,-123.07443457959039
2951;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;112.6138347;2013;;;;[-123.0744562795559,49.227166662540654] [-123.0744562795167,49.227166636454406] [-123.07449625181941,49.22615401036961];49.22666033644499,-123.0744762651536
2952;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;183.855617;2013;;;;[-123.07428278032592,49.23225802722099] [-123.07433454394565,49.230604547285964];49.23143128725348,-123.07430866213579
2953;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;184.0453924;2013;;;;[-123.07420215150069,49.23476417601191] [-123.07425810333696,49.23310909118875] [-123.07425809640415,49.233109048015976];49.23393661174988,-123.07423012815738
2954;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;140.482173;2012;;;;[-123.07403721198968,49.239767696744074] [-123.07403721607209,49.23976767065523] [-123.07405109896251,49.23934633809388] [-123.07406849201874,49.23892435289334] [-123.07408234759319,49.238504375867095];49.2391360361958,-123.0740597737083
2955;Dumfries;Dumfries;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;47.03887329;2012;;;;[-123.07409592325489,49.23808385747427] [-123.07410633663825,49.23766078642796];49.23787232195111,-123.07410112994657
